LineId,Date,Time,Level,Component,Content,EventId,EventTemplate
78,2019-02-27,18:48:55.455,INFO,[control.hive.hivecontroller],hivecontroller.cpp:1811 [3e36bf6a-a78d-4609-ad46-c275ee57d08d] Replica set changed from 1|36:a625d351-ee43-4269-9bd9-28325a20cd78| to 2|36:5b2ac51c-3875-41a5-948e-9897c919e611|36:a625d351-ee43-4269-9bd9-28325a20cd78|,8c79f90f,<*> <*> <*> <*> <*> <*>
79,2019-02-27,18:48:55.456,INFO,[control.hive.hivecontroller],hivecontroller.cpp:1348 [3e36bf6a-a78d-4609-ad46-c275ee57d08d] Global ownership fence disabled,8c79f90f,<*> <*> <*> <*> <*> <*>
80,2019-02-27,18:48:55.463,INFO,[control.hive.hivecontroller],hivecontrollerprimaryrole.cpp:1298 [fefb1cfc-fb5a-4373-ad74-abd96de82bba] Subordinate 5b2ac51c-3875-41a5-948e-9897c919e611 role changing to SECONDARY,8c79f90f,<*> <*> <*> <*> <*> <*>
81,2019-02-27,18:48:55.464,INFO,[control.hive.hivecontroller],hivecontroller.cpp:1676 Hive fefb1cfc-fb5a-4373-ad74-abd96de82bba with HmsObjId  is HA compliant,8c79f90f,<*> <*> <*> <*> <*> <*>
82,2019-02-27,18:48:55.464,INFO,[control.hive.hivecontroller],hivecontroller.cpp:1811 [fefb1cfc-fb5a-4373-ad74-abd96de82bba] Replica set changed from 1|36:a625d351-ee43-4269-9bd9-28325a20cd78| to 2|36:5b2ac51c-3875-41a5-948e-9897c919e611|36:a625d351-ee43-4269-9bd9-28325a20cd78|,8c79f90f,<*> <*> <*> <*> <*> <*>
83,2019-02-27,18:48:55.466,INFO,[control.hive.hivecontroller],hivecontroller.cpp:1348 [fefb1cfc-fb5a-4373-ad74-abd96de82bba] Global ownership fence disabled,8c79f90f,<*> <*> <*> <*> <*> <*>
84,2019-02-27,18:48:55.466,INFO,[control.hive.hivecontroller],hivecontrollerprimaryrole.cpp:1198 [7a539640-3243-4d1f-b7a4-7772944820b4] Subordinate 5b2ac51c-3875-41a5-948e-9897c919e611 syncState changing to IN_SYNC,8c79f90f,<*> <*> <*> <*> <*> <*>
85,2019-02-27,18:48:55.466,INFO,[control.hive.hivecontroller],hivecontroller.cpp:1348 [7a539640-3243-4d1f-b7a4-7772944820b4] Global ownership fence electrified,8c79f90f,<*> <*> <*> <*> <*> <*>
86,2019-02-27,18:48:55.466,INFO,[control.hive.hivecontroller],hivecontrollerprimaryrole.cpp:1279 [7a539640-3243-4d1f-b7a4-7772944820b4] Subordinate 5b2ac51c-3875-41a5-948e-9897c919e611 role changing to UNCERTAIN,8c79f90f,<*> <*> <*> <*> <*> <*>
87,2019-02-27,18:48:55.466,INFO,[control.hive.hivecontroller],hivecontrollerprimaryrole.cpp:1198 [954f3d28-554b-4496-b00e-93c2d635c278] Subordinate 5b2ac51c-3875-41a5-948e-9897c919e611 syncState changing to IN_SYNC,8c79f90f,<*> <*> <*> <*> <*> <*>
